M_cid0000002_c_reconciled + M_cid0000021_c_reconciled + M_cid0000225_c_reconciled -> M_cid0000008_c_reconciled + M_cid0000009_c_reconciled + M_cid0000033_c_reconciled + 0.62 M_cid0000068_c_reconciled
M_cid0000025_c_reconciled + M_cid0000044_c_reconciled <-> M_cid0000024_c_reconciled + M_cid0000033_c_reconciled + 0.01 M_cid0000068_c_reconciled
M_cid0000038_c_reconciled <-> M_cid0000116_c_reconciled
M_cid0000001_c_reconciled + M_cid0000130_c_reconciled -> M_cid0000013_c_reconciled + M_cid0000044_c_reconciled
M_cid0000044_c_reconciled + 2.41 M_cid0000068_c_reconciled -> M_cid0000011_c_reconciled + M_cid0000086_c_reconciled
M_cid0000013_c_reconciled + M_cid0000105_c_reconciled -> M_cid0000044_c_reconciled + 0.98 M_cid0000068_c_reconciled
M_cid0000001_c_reconciled + M_cid0000002_c_reconciled + M_cid0000044_c_reconciled + M_cid0000055_c_reconciled -> M_cid0000012_c + M_cid0000019_c_reconciled + M_cid0000024_c_reconciled + 1.23 M_cid0000068_c_reconciled + M_cid0000130_c_reconciled
M_cid0000025_c_reconciled + M_cid0000086_c_reconciled <-> M_cid0000024_c_reconciled + 1.42 M_cid0000068_c_reconciled + M_cid0000175_c
M_cid0000773_c <-> M_cid0000019_c_reconciled + 0.01 M_cid0000068_c_reconciled + M_cid0000105_c_reconciled
2.97 M_cid0000068_c_reconciled + M_cid0000743_c_reconciled <-> M_cid0000053_c_reconciled + M_cid0000105_c_reconciled
M_cid0000041_c_reconciled + M_cid0000044_c_reconciled + M_cid0000113_c_reconciled -> M_cid0000009_c_reconciled + M_cid0000032_c_reconciled + 0.51 M_cid0000068_c_reconciled + M_cid0000773_c
M_cid0000044_c_reconciled + 0.36 M_cid0000068_c_reconciled + M_cid0000143_c_reconciled <-> M_cid0000009_c_reconciled + M_cid0000310_c_reconciled
M_cid0000002_c_reconciled + M_cid0000044_c_reconciled + M_cid0000241_c_reconciled <-> M_cid0000012_c + M_cid0000019_c_reconciled + 1.21 M_cid0000068_c_reconciled + M_cid0000743_c_reconciled
M_cid0000068_c_reconciled + M_cid0000175_c -> M_cid0000011_c_reconciled + M_cid0000072_c_reconciled
M_cid0000002_c_reconciled + M_cid0000011_c_reconciled + M_cid0000013_c_reconciled <-> M_cid0000008_c_reconciled + 1.86 M_cid0000068_c_reconciled + M_cid0000143_c_reconciled
M_cid0000001_c_reconciled + M_cid0000053_c_reconciled <-> M_cid0000065_c_reconciled + 0.11 M_cid0000068_c_reconciled + M_cid0000074_c_reconciled
M_cid0000006_c_reconciled + M_cid0000128_c_reconciled -> M_cid0000005_c_reconciled + 1.31 M_cid0000068_c_reconciled + M_cid0000783_c_reconciled
M_cid0000065_c_reconciled + M_cid0000143_c_reconciled <-> M_cid0000009_c_reconciled + 2.52 M_cid0000068_c_reconciled + M_cid0000241_c_reconciled
M_cid0000001_c_reconciled + M_cid0000783_c_reconciled -> M_cid0000544_c_reconciled
M_cid0000237_c_reconciled + M_cid0000514_c_reconciled <-> 1.03 M_cid0000068_c_reconciled + M_cid0000144_c + M_cid0000429_c
M_cid0000002_c_reconciled + M_cid0000086_c_reconciled + M_cid0000345_c_reconciled <-> M_cid0000012_c + M_cid0000019_c_reconciled + 1.63 M_cid0000068_c_reconciled + M_cid0000448_c
M_cid0000002_c_reconciled + M_cid0000013_c_reconciled + M_cid0000044_c_reconciled -> M_cid0000012_c + M_cid0000019_c_reconciled + 1.21 M_cid0000068_c_reconciled + M_cid0000130_c_reconciled
M_cid0000001_c_reconciled + M_cid0000034_c_reconciled + M_cid0000125_c <-> M_cid0000056_c_reconciled + 0.01 M_cid0000068_c_reconciled + M_cid0000088_c
M_cid0000023_c_reconciled + M_cid0000056_c_reconciled -> M_cid0000010_c_reconciled + M_cid0000471_c_reconciled
M_cid0000001_c_reconciled + 0.3 M_cid0000068_c_reconciled + M_cid0000085_c_reconciled -> M_cid0000013_c_reconciled + M_cid0000021_c_reconciled + M_cid0000223_c
M_cid0000223_c + M_cid0000471_c_reconciled -> M_cid0000030_c_reconciled + 0.31 M_cid0000068_c_reconciled + M_cid0000085_c_reconciled
M_cid0000025_c_reconciled + M_cid0000116_c_reconciled <-> M_cid0000021_c_reconciled + 0.02 M_cid0000068_c_reconciled + M_cid0000173_c_reconciled
M_cid0000002_c_reconciled + 0.47 M_cid0000068_c_reconciled + 2.0 M_cid0000116_c_reconciled <-> M_cid0000008_c_reconciled + M_cid0000009_c_reconciled + M_cid0000473_c
M_cid0000065_c_reconciled + M_cid0001696_c <-> M_cid0001689_c + M_cid0002433_c
M_cid0000053_c_reconciled + M_cid0001696_c <-> M_cid0001689_c + M_cid0002443_c
M_cid0000024_c_reconciled <-> M_cid0000173_c_reconciled
M_cid0000002_c_reconciled + 0.48 M_cid0000068_c_reconciled + M_cid0000173_c_reconciled + M_cid0000533_c_reconciled -> M_cid0000008_c_reconciled + M_cid0000009_c_reconciled + M_cid0000416_c
M_cid0000002_c_reconciled + M_cid0000038_c_reconciled + 0.46 M_cid0000068_c_reconciled + M_cid0000487_c -> M_cid0000008_c_reconciled + M_cid0000009_c_reconciled + M_cid0000533_c_reconciled
